78399.5,-0.290576,-0.207895,-9.99545,0.00314033,-0.00161684,0.000922245,60.6199,39.6665,7.98308,
78403,-0.280618,-0.212698,-10.0097,0.00314033,-0.00161684,0.000922245,61.4984,39.1376,8.49264,
4512.82,-0.280618,-0.207895,-9.9765,0.00100977,-0.00161684,0.00198753,62.2012,38.4324,7.13381,
4514.36,-0.280618,-0.207895,-9.9765,0.00100977,-0.00161684,0.00198753,62.2012,38.4324,7.13381,
4517.44,-0.275639,-0.222305,-9.95756,0.00100977,-0.000551555,0.00198753,62.0255,40.0191,8.32278,
4520.93,-0.275639,-0.222305,-9.95756,0.00100977,-0.000551555,0.00198753,62.0255,40.0191,8.32278,
4524.43,-0.275639,-0.222305,-9.95756,0.00100977,-0.000551555,0.00198753,62.0255,40.0191,8.32278,
4527.9,-0.300535,-0.212698,-9.96703,0.00207505,-0.00268212,0.000922245,63.4312,39.3139,9.00219,
4531.4,-0.300535,-0.212698,-9.96703,0.00207505,-0.00268212,0.000922245,63.4312,39.3139,9.00219,
4534.87,-0.300535,-0.212698,-9.96703,0.00207505,-0.00268212,0.000922245,63.4312,39.3139,9.00219,
4548.82,-0.290576,-0.212698,-9.93387,0.00314033,-0.00161684,0.00198753,62.3769,39.3139,8.32278,
4552.29,-0.290576,-0.212698,-9.93387,0.00314033,-0.00161684,0.00198753,62.3769,39.3139,8.32278,
4555.79,-0.290576,-0.212698,-9.93387,0.00314033,-0.00161684,0.00198753,62.3769,39.3139,8.32278,
4566.25,-0.305514,-0.222305,-9.97177,0.00207505,-0.00161684,0.00305281,60.7956,37.7272,8.83234,
4569.73,-0.305514,-0.222305,-9.97177,0.00207505,-0.00161684,0.00305281,60.7956,37.7272,8.83234,
4573.22,-0.305514,-0.222305,-9.97177,0.00207505,-0.00161684,0.00305281,60.7956,37.7272,8.83234,
4576.7,-0.280618,-0.227109,-9.97177,0.00207505,-0.00161684,0.00305281,60.9713,38.2561,7.98308,
4580.18,-0.280618,-0.227109,-9.97177,0.00207505,-0.00161684,0.00305281,60.9713,38.2561,7.98308,
4583.68,-0.280618,-0.227109,-9.97177,0.00207505,-0.00161684,0.00305281,60.9713,38.2561,7.98308,
4587.14,-0.285597,-0.222305,-9.99545,0.00100977,-0.00161684,0.00198753,60.4441,40.9005,8.49264,
4590.64,-0.285597,-0.222305,-9.99545,0.00100977,-0.00161684,0.00198753,60.4441,40.9005,8.49264,
